City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
388,Raudeberg,NO,2021-04-11 20:49:16,61.9875,5.1352,37.99,79,11,14.27
389,Sao Gabriel Da Cachoeira,BR,2021-04-11 20:49:17,-0.1303,-67.0892,76.21,95,100,3.98
390,Altay,CN,2021-04-11 20:49:17,47.8667,88.1167,34.61,31,0,10.56
391,Santarem,BR,2021-04-11 20:49:17,-2.4431,-54.7083,80.6,83,20,5.75
392,Sorong,ID,2021-04-11 20:49:18,-0.8833,131.25,79.27,81,100,3.71
393,Bairiki,KI,2021-04-11 20:49:18,1.3292,172.9752,82.4,78,75,4.61
394,Tevaitoa,PF,2021-04-11 20:49:18,-16.7833,-151.5,81.91,76,100,11.5
395,Bandarbeyla,SO,2021-04-11 20:46:23,9.4942,50.8122,79.07,70,8,7.34
396,Grindavik,IS,2021-04-11 20:49:19,63.8424,-22.4338,37.4,87,75,16.11
397,Niesky,DE,2021-04-11 20:49:19,51.2924,14.8211,55.99,65,85,1.01
398,Lock Haven,US,2021-04-11 20:49:19,41.137,-77.4469,64.0,83,96,1.99
399,Dunedin,NZ,2021-04-11 20:49:20,-45.8742,170.5036,57.99,81,49,3.42
400,Hailar,CN,2021-04-11 20:49:20,49.2,119.7,26.38,88,100,19.19
401,Esperance,AU,2021-04-11 20:49:21,-33.8667,121.9,60.8,72,75,20.71
402,Alice Springs,AU,2021-04-11 20:49:21,-23.7,133.8833,52.0,81,37,5.75
403,Garmsar,IR,2021-04-11 20:49:21,35.2182,52.3409,70.61,33,80,6.33
404,Deputatskiy,RU,2021-04-11 20:49:22,69.3,139.9,-19.25,95,55,2.28
405,Beloha,MG,2021-04-11 20:49:22,-25.1667,45.05,72.61,89,23,11.21
406,Berekum,GH,2021-04-11 20:49:22,7.4534,-2.584,73.04,86,84,5.5
407,Jiangyou,CN,2021-04-11 20:49:23,31.7667,104.7167,52.34,91,99,2.19
408,Hirna,ET,2021-04-11 20:49:23,9.2167,41.1,63.39,67,34,6.26
409,Manjeshwar,IN,2021-04-11 20:49:24,12.7194,74.8861,77.0,83,40,3.6
410,Santo Domingo,DO,2021-04-11 20:49:24,18.5001,-69.9886,82.4,69,20,11.5
411,Tari,NG,2021-04-11 20:49:24,12.4086,4.4914,91.04,4,5,7.0
412,Hollola,FI,2021-04-11 20:49:25,61.05,25.4333,37.0,76,100,1.01
413,Tynda,RU,2021-04-11 20:49:25,55.1667,124.7167,-11.24,98,32,2.77
414,Mehamn,NO,2021-04-11 20:47:42,71.0357,27.8492,35.6,75,40,25.32
415,Tortoli,IT,2021-04-11 20:48:37,39.9256,9.6572,59.0,94,75,20.71
416,Meulaboh,ID,2021-04-11 20:49:25,4.1363,96.1285,77.11,87,97,3.09
417,Atikokan,CA,2021-04-11 20:49:26,48.7555,-91.6216,39.61,95,100,8.37
418,Pryozerne,UA,2021-04-11 20:49:26,45.2698,36.3303,46.81,98,100,6.82
419,Laguna,US,2021-04-11 20:49:26,38.421,-121.4238,79.0,28,1,6.31
420,Parrsboro,CA,2021-04-11 20:49:27,45.4001,-64.332,48.2,46,72,9.22
421,Perbaungan,ID,2021-04-11 20:49:27,3.5679,98.956,77.0,100,40,3.44
422,Sulangan,PH,2021-04-11 20:49:28,11.1373,123.7228,81.77,73,72,13.87
423,Pedernales,DO,2021-04-11 20:49:28,18.0384,-71.744,80.92,64,80,11.45
424,Lixourion,GR,2021-04-11 20:49:28,38.2019,20.4314,54.01,62,57,2.35
425,Chemainus,CA,2021-04-11 20:49:29,48.9163,-123.7194,48.2,49,75,8.05
426,Khandbari,NP,2021-04-11 20:49:29,27.3747,87.2039,64.94,14,80,5.77
427,Fukue,JP,2021-04-11 20:49:29,32.6881,128.8419,62.17,71,100,16.24
428,Tuatapere,NZ,2021-04-11 20:49:30,-46.1333,167.6833,48.99,98,86,4.07
429,Belmonte,BR,2021-04-11 20:49:30,-15.8631,-38.8828,82.4,78,75,6.15
430,Muros,ES,2021-04-11 20:49:30,42.7762,-9.0603,51.01,57,0,5.01
431,Ostrovnoy,RU,2021-04-11 20:49:31,68.0531,39.5131,33.13,80,100,27.81
432,Yuancheng,CN,2021-04-11 20:49:31,36.652,107.7896,45.18,90,62,1.81
433,Falam,MM,2021-04-11 20:49:31,22.9167,93.6833,60.1,41,2,3.8
434,Mikumi,TZ,2021-04-11 20:49:32,-7.4041,36.9831,67.75,97,90,3.04
435,Ferrol,ES,2021-04-11 20:49:33,43.4832,-8.2369,50.0,53,0,10.36
436,Lakes Entrance,AU,2021-04-11 20:49:33,-37.8811,147.981,51.01,84,100,15.55
437,Port Hawkesbury,CA,2021-04-11 20:49:34,45.6169,-61.3485,39.99,100,90,10.36
438,Ixtapa,MX,2021-04-11 20:49:34,20.7,-105.2,82.4,61,1,11.5
439,Ponta Delgada,PT,2021-04-11 20:49:34,37.7333,-25.6667,62.6,94,75,9.22
440,Mao,ES,2021-04-11 20:49:35,39.8885,4.2658,57.2,100,40,4.61
441,Rajapur,IN,2021-04-11 20:49:35,25.3833,81.15,83.43,22,55,6.06
442,Gumla,IN,2021-04-11 20:49:35,23.05,84.55,77.92,33,73,7.52
443,West Bay,KY,2021-04-11 20:49:36,19.3667,-81.4167,86.0,70,40,12.66
444,Kumasi,GH,2021-04-11 20:49:36,6.6885,-1.6244,76.59,84,24,4.41
445,Camacupa,AO,2021-04-11 20:49:36,-12.0167,17.4833,62.55,86,100,2.68
446,Tolbazy,RU,2021-04-11 20:49:37,54.0241,55.8825,42.8,87,75,6.71
447,Guerrero Negro,MX,2021-04-11 20:46:14,27.9769,-114.0611,67.23,57,98,16.71
448,Piacabucu,BR,2021-04-11 20:49:37,-10.4056,-36.4344,77.86,84,96,9.31
449,Sibolga,ID,2021-04-11 20:47:19,1.7427,98.7792,76.08,90,100,3.4
450,Muisne,EC,2021-04-11 20:49:37,0.6,-80.0333,84.2,79,75,12.66
451,Jumla,NP,2021-04-11 20:45:24,29.2747,82.1838,42.66,31,0,5.14
452,Poronaysk,RU,2021-04-11 20:49:38,49.2167,143.1167,36.28,86,100,7.02
453,Korla,CN,2021-04-11 20:49:38,41.7597,86.1469,52.43,44,19,22.08
454,Canberra,AU,2021-04-11 20:49:17,-35.2835,149.1281,35.01,93,0,3.44
455,Bafq,IR,2021-04-11 20:49:39,31.6128,55.4107,70.95,37,95,7.36
456,Buala,SB,2021-04-11 20:49:39,-8.145,159.5921,79.81,78,100,0.81
457,Kurtamysh,RU,2021-04-11 20:47:01,54.9103,64.4319,34.16,87,64,8.79
458,Arroio Grande,BR,2021-04-11 20:49:40,-32.2375,-53.0869,64.27,79,83,16.33
459,Poum,NC,2021-04-11 20:45:50,-20.2333,164.0167,77.11,86,100,11.39
460,Payo,ID,2021-04-11 20:49:40,-3.7508,103.6372,71.69,98,97,1.9
461,Pemangkat,ID,2021-04-11 20:49:41,1.1667,108.9667,77.36,88,99,4.61
462,Gat,IL,2021-04-11 20:49:10,31.61,34.7642,55.0,84,1,5.99
463,Soyo,AO,2021-04-11 20:49:41,-6.1349,12.3689,79.52,82,62,3.49
464,Burevestnik,RU,2021-04-11 20:49:42,56.144,43.7883,35.6,80,0,2.04
465,Toamasina,MG,2021-04-11 20:49:42,-18.1667,49.3833,75.2,100,75,4.61
466,Eyl,SO,2021-04-11 20:49:42,7.9803,49.8164,79.45,69,37,8.81
467,Halifax,CA,2021-04-11 20:46:24,44.6453,-63.5724,51.01,50,30,12.66
468,Aquiles Serdan,MX,2021-04-11 20:45:17,17.7833,-92.2833,96.8,41,1,6.91
469,Great Falls,US,2021-04-11 20:49:43,47.5002,-111.3008,36.0,69,90,9.22
470,Lhokseumawe,ID,2021-04-11 20:49:43,5.1801,97.1507,77.11,85,21,3.53
471,Santiago Del Estero,AR,2021-04-11 20:49:44,-27.7951,-64.2615,73.78,28,19,9.89
472,Tutoia,BR,2021-04-11 20:49:44,-2.7619,-42.2744,78.67,87,100,9.17
473,Santa Cruz,BO,2021-04-11 20:49:44,-17.8,-63.1667,71.6,78,75,23.02
474,Port Lincoln,AU,2021-04-11 20:49:45,-34.7333,135.8667,59.49,63,100,14.76
475,Sao Jose Da Coroa Grande,BR,2021-04-11 20:49:45,-8.8978,-35.1478,78.06,84,100,9.69
476,Ust-Uda,RU,2021-04-11 20:49:45,54.1742,103.0304,18.82,94,100,2.82
477,Kruisfontein,ZA,2021-04-11 20:49:46,-34.0033,24.7314,59.0,88,73,1.59
478,Isla Mujeres,MX,2021-04-11 20:49:46,21.2311,-86.731,86.0,70,75,11.5
479,Cockburn Town,TC,2021-04-11 20:49:46,21.4612,-71.1419,78.8,61,40,13.8
480,Yairipok,IN,2021-04-11 20:49:47,24.6667,94.0667,62.11,53,15,1.25
481,Neiafu,TO,2021-04-11 20:49:47,-18.65,-173.9833,77.0,88,20,4.61
482,Aykhal,RU,2021-04-11 20:49:48,66.0,111.5,-6.07,98,75,5.3
483,Umm Lajj,SA,2021-04-11 20:49:48,25.0213,37.2685,69.96,54,0,13.65
484,Auchel,FR,2021-04-11 20:49:48,50.5034,2.4735,39.0,82,4,2.51
485,Zhanaozen,KZ,2021-04-11 20:49:49,43.3,52.8,59.67,44,1,22.86
486,Bolobo,CD,2021-04-11 20:49:49,-2.1667,16.2333,71.22,88,41,2.84
487,Aksarka,RU,2021-04-11 20:49:50,66.5606,67.7975,32.56,85,100,16.42
488,Norsup,VU,2021-04-11 20:49:50,-16.0667,167.3833,79.74,77,95,2.68
489,Takoradi,GH,2021-04-11 20:49:50,4.8845,-1.7554,81.61,84,100,9.24
490,Cullman,US,2021-04-11 20:49:51,34.1748,-86.8436,73.99,27,1,6.91
491,Nelson Bay,AU,2021-04-11 20:49:51,-32.7167,152.15,50.0,66,1,10.36
492,Bud,US,2021-04-11 20:49:51,39.447,-86.1758,50.0,87,90,13.8
493,Robertsport,LR,2021-04-11 20:49:52,6.7533,-11.3686,80.6,85,36,6.31
494,Salalah,OM,2021-04-11 20:49:52,17.0151,54.0924,82.4,69,20,4.61
495,Bridlington,GB,2021-04-11 20:49:52,54.0831,-0.1919,35.01,78,86,3.0
496,Manzhouli,CN,2021-04-11 20:49:53,49.6,117.4333,25.11,39,92,11.16
497,Ulladulla,AU,2021-04-11 20:49:53,-35.35,150.4667,50.0,50,5,12.66
498,Ahipara,NZ,2021-04-11 20:49:54,-35.1667,173.1667,68.45,78,34,2.42
499,Merrill,US,2021-04-11 20:49:54,45.1805,-89.6835,50.0,100,90,5.75
500,Curaca,BR,2021-04-11 20:49:54,-8.9903,-39.9094,84.09,47,98,13.53
501,Aswan,EG,2021-04-11 20:47:01,24.0934,32.907,66.96,18,0,15.05
502,Soto La Marina,MX,2021-04-11 20:46:08,23.7667,-98.2167,86.0,63,6,8.01
503,Paragould,US,2021-04-11 20:46:00,36.0584,-90.4973,75.0,28,1,10.36
504,Beyneu,KZ,2021-04-11 20:49:55,45.3167,55.2,57.04,43,0,12.15
505,Benevento,IT,2021-04-11 20:49:56,41.2179,14.7464,55.99,59,100,2.08
506,Kolyvan,RU,2021-04-11 20:49:56,55.3053,82.7391,36.0,69,0,4.47
507,Linjiang,CN,2021-04-11 20:49:56,41.8069,126.9078,47.98,68,100,2.21
508,Tual,ID,2021-04-11 20:49:57,-5.6667,132.75,82.8,73,28,9.69
509,Aksu,CN,2021-04-11 20:49:57,41.1231,80.2644,55.85,25,0,5.28
510,Puerto Narino,CO,2021-04-11 20:49:57,-3.7703,-70.3831,87.8,70,75,3.44
511,Sobolevo,RU,2021-04-11 20:49:58,54.4299,31.8996,45.68,72,3,7.05
512,Alihe,CN,2021-04-11 20:49:58,50.5667,123.7167,21.81,93,100,8.84
513,Avera,US,2021-04-11 20:49:59,33.194,-82.5271,78.8,57,40,12.66
514,Yarensk,RU,2021-04-11 20:49:59,62.1675,49.0916,35.49,78,0,10.36
515,Rocha,UY,2021-04-11 20:49:59,-34.4833,-54.3333,62.82,78,100,21.9
516,Port Shepstone,ZA,2021-04-11 20:50:00,-30.7414,30.455,74.98,87,99,8.95
517,Simpang,ID,2021-04-11 20:50:00,-1.2667,104.0833,73.69,96,93,1.25
518,Jalu,LY,2021-04-11 20:50:00,29.0331,21.5482,62.47,20,4,10.54
519,Ancud,CL,2021-04-11 20:50:01,-41.8697,-73.8203,59.0,100,75,14.97
520,Benalla,AU,2021-04-11 20:50:01,-36.55,145.9833,37.99,93,64,4.61
521,Kathmandu,NP,2021-04-11 20:50:01,27.7167,85.3167,60.8,51,75,2.3
522,Koumac,NC,2021-04-11 20:50:03,-20.5667,164.2833,76.6,85,100,5.79
523,San Jose De Guanipa,VE,2021-04-11 20:50:04,8.8872,-64.1651,87.15,48,98,8.16
524,Buciumi,RO,2021-04-11 20:50:04,47.0333,23.0667,50.0,61,0,1.14
525,Evensk,RU,2021-04-11 20:50:05,61.95,159.2333,-0.35,77,16,10.09
526,Xining,CN,2021-04-11 20:50:05,36.6167,101.7667,37.81,68,51,3.11
527,Cap Malheureux,MU,2021-04-11 20:50:05,-19.9842,57.6142,79.0,81,99,3.0
528,Carnot,CF,2021-04-11 20:50:06,4.9409,15.8665,72.3,79,99,3.02
529,Peterhead,GB,2021-04-11 20:48:02,57.5058,-1.7981,34.0,93,75,8.05
530,Katherine,AU,2021-04-11 20:50:06,-14.4667,132.2667,71.6,83,65,4.61
531,Mezen,RU,2021-04-11 20:50:07,65.8522,44.24,34.3,89,100,16.13
532,Panzhihua,CN,2021-04-11 20:50:07,26.5851,101.7128,55.99,66,8,1.97
533,Marsh Harbour,BS,2021-04-11 20:50:07,26.5412,-77.0636,77.81,73,44,17.98
534,Coroico,BO,2021-04-11 20:50:08,-16.1889,-67.7271,55.4,50,75,11.5
535,Ankang,CN,2021-04-11 20:50:08,32.68,109.0172,51.8,91,96,0.94
536,Yeppoon,AU,2021-04-11 20:50:09,-23.1333,150.7333,64.4,48,1,5.75
537,Qasigiannguit,GL,2021-04-11 20:50:09,68.8193,-51.1922,33.8,51,20,17.27
538,Lindas,NO,2021-04-11 20:50:09,60.7381,5.16,39.0,65,100,1.99
539,Itaituba,BR,2021-04-11 20:50:10,-4.2761,-55.9836,84.2,74,75,6.91
540,Monte Aprazivel,BR,2021-04-11 20:50:10,-20.7725,-49.7142,86.0,26,0,3.44
541,Kholmogory,RU,2021-04-11 20:50:10,64.2229,41.656,39.2,48,40,11.18
542,Gejiu,CN,2021-04-11 20:50:11,23.306,103.1635,52.65,95,94,4.7
543,Olinda,BR,2021-04-11 20:50:11,-8.0089,-34.8553,73.4,88,90,3.44
544,Aripuana,BR,2021-04-11 20:46:25,-9.1667,-60.6333,78.64,91,79,2.17
545,Xiongyue,CN,2021-04-11 20:50:12,40.1774,122.1228,48.96,61,100,11.72
546,Acapulco,MX,2021-04-11 20:49:12,16.8634,-99.8901,84.2,65,1,12.66
547,Saint-Augustin,CA,2021-04-11 20:50:12,51.226,-58.6502,43.93,88,97,20.83
548,Krasnoselkup,RU,2021-04-11 20:50:13,65.7,82.4667,31.55,97,100,21.61
549,Russell,US,2021-04-11 20:50:13,32.3502,-85.1999,78.8,31,1,9.22
550,Atambua,ID,2021-04-11 20:50:13,-9.1061,124.8925,71.29,83,70,3.51
551,Thunder Bay,CA,2021-04-11 20:50:14,48.4001,-89.3168,50.0,87,90,9.22
552,Qandala,SO,2021-04-11 20:50:09,11.472,49.8728,81.52,60,29,5.79
553,Sola,VU,2021-04-11 20:50:14,-13.8833,167.55,80.28,71,99,2.42
554,Salekhard,RU,2021-04-11 20:50:15,66.53,66.6019,31.39,83,71,16.2
555,Ghatsila,IN,2021-04-11 20:50:15,22.6,86.4833,81.97,41,21,1.86
556,Egvekinot,RU,2021-04-11 20:50:15,66.3167,-179.1667,-6.39,81,100,20.6
557,Palembang,ID,2021-04-11 20:50:16,-2.9167,104.7458,76.71,84,96,1.99
558,Beringovskiy,RU,2021-04-11 20:50:16,63.05,179.3167,2.84,94,100,24.23
559,Bereda,ES,2021-04-11 20:50:16,43.2686,-7.5406,42.01,82,4,8.01
560,Caucaia,BR,2021-04-11 20:50:17,-3.7361,-38.6531,82.4,78,20,5.75
561,Hollister,US,2021-04-11 20:50:17,36.8525,-121.4016,75.99,37,1,3.44
562,Parrita,CR,2021-04-11 20:50:18,9.5201,-84.3225,82.4,61,75,13.8
563,Tharad,IN,2021-04-11 20:50:18,24.3961,71.6267,80.29,40,0,7.09
564,Viedma,AR,2021-04-11 20:50:18,-40.8135,-62.9967,69.93,31,0,7.96
565,Mayumba,GA,2021-04-11 20:50:19,-3.432,10.6554,80.55,85,58,1.23
566,Grenville,GD,2021-04-11 20:50:19,12.1167,-61.6167,84.2,74,20,16.11
567,Kondinskoye,RU,2021-04-11 20:50:19,59.6481,67.41,42.28,97,100,9.26
568,Yebaishou,CN,2021-04-11 20:50:20,41.3975,119.6408,42.22,88,67,5.86
569,Hualmay,PE,2021-04-11 20:50:20,-11.0964,-77.6139,71.85,78,94,8.97
570,Marsa Matruh,EG,2021-04-11 20:50:20,31.3525,27.2453,57.2,58,0,5.75
571,Ust-Kuyga,RU,2021-04-11 20:50:21,70.0167,135.6,-15.84,97,64,6.6
572,Tuy Hoa,VN,2021-04-11 20:50:21,13.0833,109.3,74.95,90,14,3.18
573,Dong Hoi,VN,2021-04-11 20:50:15,17.4833,106.6,75.0,91,18,6.93
574,Chumikan,RU,2021-04-11 20:50:22,54.7183,135.315,17.55,68,2,16.49
575,Baiyin,CN,2021-04-11 20:50:22,36.5583,104.2081,46.99,93,0,2.24
576,Paamiut,GL,2021-04-11 20:50:22,61.994,-49.6678,34.68,81,7,6.29
577,Pangnirtung,CA,2021-04-11 20:50:23,66.1451,-65.7125,33.8,60,75,4.76
578,Tsogni,GA,2021-04-11 20:50:23,-2.7942,10.0988,79.57,85,82,3.36
579,Kalmunai,LK,2021-04-11 20:50:23,7.4167,81.8167,78.69,81,83,3.87
580,Dalaba,GN,2021-04-11 20:50:24,10.7,-12.25,75.69,43,69,2.93
581,Evanston,US,2021-04-11 20:48:49,42.0411,-87.6901,53.6,66,90,6.91
582,Gawler,AU,2021-04-11 20:50:24,-34.6,138.7333,46.0,84,100,5.93
